Asset Name,Asset Type,Asset Category,Batch No,Vendor,Invoice,Bill Date,Purchase Date,Usage Date,Cost Centre,Purchase Branch,Current Branch,Current Sub Operating Unit,Currency,Cost Value,Book Value,Salvage Value,Accumulated Depreciation,Adjusted Amount,Warranty Date,Model,asset_description,note,method,method_progress_factor,method_time,depreciation_year,method_period,state
ID-SHAHEB BAZAR-RAJSHAHI-ATM,Fixture,Interior Decoration (ATM),Initial,,,,7/11/2017,7/11/2017,,001,001,001,BDT,416032,352686,,63346,,7/11/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
PANTHAPATH BR ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,19/9/2011,19/9/2011,,001,001,001,BDT,522580,229468,,293112,,19/9/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
KHATUNGANJ BR ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,17/6/2007,17/6/2007,,001,001,001,BDT,414684,115974,,298710,,17/6/2007,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SYEDPUR BR ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,14/5/2012,14/5/2012,,001,001,001,BDT,424560,214942,,209618,,14/5/2012,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-SHOMOBAY MKT-B.BARIA ATM,Fixture,Interior Decoration (ATM),Initial,,,,10/1/2018,10/1/2018,,001,001,001,BDT,385293,327619,,57674,,10/1/2018,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-MTB TOWER OUTSIDE ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,23/4/2015,23/4/2015,,001,001,001,BDT,747900,450112,,297788,,23/4/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-CITY DENTAL COLLEGE&HOSPITA,Fixture,Interior Decoration (ATM),Initial,,,,31/12/2017,31/12/2017,,001,001,001,BDT,280201,237531,,42670,,31/12/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-SATMASJID ROAD-DHANMONDI,Fixture,Interior Decoration (ATM),Initial,,,,30/7/2017,30/7/2017,,001,001,001,BDT,455468,369819,,85649,,30/7/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-GOLAPBAGH ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,18/7/2017,18/7/2017,,001,001,001,BDT,467560,378343,,89217,,18/7/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-BERAID-TAN BAZAR ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,30/7/2017,30/7/2017,,001,001,001,BDT,540548,438903,,101645,,30/7/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-LALBAG MOR-RANGPUR-ATM,Fixture,Interior Decoration (ATM),Initial,,,,30/7/2017,30/7/2017,,001,001,001,BDT,462147,375247,,86900,,30/7/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-DORGAH GATE SYLHET ATMBOOTH,Fixture,Interior Decoration (ATM),Initial,,,,13/2/2017,13/2/2017,,001,001,001,BDT,443355,342791,,100564,,13/2/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-MIRPUR 6 ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,7/8/2017,7/8/2017,,001,001,001,BDT,372803,303390,,69413,,7/8/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-SQR TOILETRIES ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,29/7/2017,29/7/2017,,001,001,001,BDT,574645,466455,,108190,,29/7/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-AVENUE ROAD SOUTH BANASREE,Fixture,Interior Decoration (ATM),Initial,,,,4/6/2017,4/6/2017,,001,001,001,BDT,369771,295429,,74342,,4/6/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-ABC CPL-RSJENDRAPUR,Fixture,Interior Decoration (ATM),Initial,,,,21/5/2017,21/5/2017,,001,001,001,BDT,409851,326117,,83734,,21/5/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-HEMAYETPUR BR ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,26/12/2016,26/12/2016,,001,001,001,BDT,706894,539331,,167563,,26/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-SARKERHAT BRANCH ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,27/12/2016,27/12/2016,,001,001,001,BDT,688448,525258,,163190,,27/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-ULIPUR BR ATAM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,14/12/2016,14/12/2016,,001,001,001,BDT,714915,545446,,169469,,14/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
NASIM TOWER-STATION ROAD-ISHWA,Fixture,Interior Decoration (ATM),Initial,,,,27/8/2015,27/8/2015,,001,001,001,BDT,462132,306270,,155862,,27/8/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
GRAND PLAZA SHOPPING MALL-MOGH,Fixture,Interior Decoration (ATM),Initial,,,,1/12/2015,1/12/2015,,001,001,001,BDT,297874,202781,,95093,,1/12/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
KHILGAON-CIRCLE NIRIBILY,Fixture,Interior Decoration (ATM),Initial,,,,1/10/2015,1/10/2015,,001,001,001,BDT,544764,364633,,180131,,1/10/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
FAR EAST KNITTING AND DYING,Fixture,Interior Decoration (ATM),Initial,,,,30/8/2015,30/8/2015,,001,001,001,BDT,837419,555474,,281945,,30/8/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MID TOWN TRADE CENTRE-PALLABI,Fixture,Interior Decoration (ATM),Initial,,,,5/7/2015,5/7/2015,,001,001,001,BDT,417314,272419,,144895,,5/7/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
RENOVATION-KALURGHAT ATM,Fixture,Interior Decoration (ATM),Initial,,,,3/9/2015,3/9/2015,,001,001,001,BDT,155000,102931,,52069,,3/9/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
RENOVATION-DHAKA CLUB ATM,Fixture,Interior Decoration (ATM),Initial,,,,7/12/2015,7/12/2015,,001,001,001,BDT,72060,49143,,22917,,7/12/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
LALDIGHIRPAR ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,2/10/2015,2/10/2015,,001,001,001,BDT,510654,350538,,160116,,2/10/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
BENARASHI PALLI ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,21/12/2015,21/12/2015,,001,001,001,BDT,582963,400178,,182785,,22/12/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ONE COMPOSITE-MIRZAPUR,Fixture,Interior Decoration (ATM),Initial,,,,26/4/2015,26/4/2015,,001,001,001,BDT,765981,489930,,276051,,26/4/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM BARISAL BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,10/3/2015,10/3/2015,,001,001,001,BDT,754321,374885,,379436,,10/3/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
RAOWA COMPLEX-ATM-MOHAKHALI,Fixture,Interior Decoration (ATM),Initial,,,,24/12/2014,24/12/2014,,001,001,001,BDT,1169470,722504,,446966,,24/12/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DUMNI BR ATM,Fixture,Interior Decoration (ATM),Initial,,,,21/12/2014,21/12/2014,,001,001,001,BDT,854949,526743,,328206,,21/12/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ABU TORAB BAZAR ATM,Fixture,Interior Decoration (ATM),Initial,,,,14/1/2015,14/1/2015,,001,001,001,BDT,485216,301047,,184169,,14/1/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MURADPUR ATM,Fixture,Interior Decoration (ATM),Initial,,,,24/12/2014,24/12/2014,,001,001,001,BDT,973440,601386,,372054,,24/12/2014,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ELEPHANT ROAD BR,Fixture,Interior Decoration (ATM),Initial,,,,6/7/2015,6/7/2015,,001,001,001,BDT,657055,429045,,228010,,6/7/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
GRAND ORIENTAL HOTEL-GULSHAN-1,Fixture,Interior Decoration (ATM),Initial,,,,30/6/2015,30/6/2015,,001,001,001,BDT,492482,321019,,171463,,30/6/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATG AIR PORT BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,21/6/2015,21/6/2015,,001,001,001,BDT,262560,170708,,91852,,21/6/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
UTAH FASHION-SALNA-GAZIPUR,Fixture,Interior Decoration (ATM),Initial,,,,13/5/2015,13/5/2015,,001,001,001,BDT,603042,387649,,215393,,13/5/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
UTAH KNITTING & DYING,Fixture,Interior Decoration (ATM),Initial,,,,26/4/2015,26/4/2015,,001,001,001,BDT,550381,352034,,198347,,26/4/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
NORIA BR ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,31/3/2015,31/3/2015,,001,001,001,BDT,635357,403286,,232071,,31/3/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
"INTERIOR&ATM JACKET-AAH,GANDAR",Fixture,Interior Decoration (ATM),Initial,,,,12/5/2016,12/5/2016,,001,001,001,BDT,655000,467834,,187166,,12/5/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-ATM-NAZUMEAH HAT BR,Fixture,Interior Decoration (ATM),Initial,,,,12/6/2016,12/6/2016,,001,001,001,BDT,892200,643039,,249161,,12/6/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
"ID-ATM CTG. CLUB,CTG",Fixture,Interior Decoration (ATM),Initial,,,,22/6/2016,22/6/2016,,001,001,001,BDT,1576085,1139223,,436862,,22/6/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
"ID-ATM-RANKIN STREET,WARI",Fixture,Interior Decoration (ATM),Initial,,,,5/6/2016,5/6/2016,,001,001,001,BDT,353359,254165,,99194,,5/6/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DHANMONDI 27 ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,13/1/2016,13/1/2016,,001,001,001,BDT,405428,279416,,126012,,13/1/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
HOTEL PURBANI-DILKUSHA,Fixture,Interior Decoration (ATM),Initial,,,,28/4/2016,28/4/2016,,001,001,001,BDT,721917,513519,,208398,,28/4/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
KACHUKHET-DHAKA,Fixture,Interior Decoration (ATM),Initial,,,,20/4/2016,20/4/2016,,001,001,001,BDT,480899,341274,,139625,,20/4/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
KATHGAR-NORTH POTENGA ATM,Fixture,Interior Decoration (ATM),Initial,,,,17/11/2015,17/11/2015,,001,001,001,BDT,476543,323141,,153402,,17/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DAULATPUR-KHULNA,Fixture,Interior Decoration (ATM),Initial,,,,9/12/2015,9/12/2015,,001,001,001,BDT,427940,291971,,135969,,9/12/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
FENI-KARIM TOWER-SSK ROAD,Fixture,Interior Decoration (ATM),Initial,,,,28/10/2015,28/10/2015,,001,001,001,BDT,605378,408284,,197094,,28/10/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MADHABDI ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,22/2/2016,22/2/2016,,001,001,001,BDT,453643,316431,,137212,,22/2/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
CENTRAL BASHABO-SABUJBAGH,Fixture,Interior Decoration (ATM),Initial,,,,30/11/2015,30/11/2015,,001,001,001,BDT,435000,298603,,136397,,30/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
RENOVATION-PABNA,Fixture,Interior Decoration (ATM),Initial,,,,11/11/2015,11/11/2015,,001,001,001,BDT,45000,30465,,14535,,11/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ANAMIKA SHOPING-SHEWRAPARA,Fixture,Interior Decoration (ATM),Initial,,,,10/11/2015,10/11/2015,,001,001,001,BDT,389316,263475,,125841,,10/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-FENI DIABETIC HOSPITAL ATM,Fixture,Interior Decoration (ATM),Initial,,,,11/7/2016,11/7/2016,,001,001,001,BDT,533148,387493,,145655,,11/7/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM NITOL BAY RESORT-KOLATOLI,Fixture,Interior Decoration (ATM),Initial,,,,15/4/2016,15/4/2016,,001,001,001,BDT,426206,302010,,124196,,15/4/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-DANGA INDUSTRIAL PARK-ATM,Fixture,Interior Decoration (ATM),Initial,,,,26/7/2016,26/7/2016,,001,001,001,BDT,550854,402082,,148772,,26/7/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DAUDKANDI COMILLA,Fixture,Interior Decoration (ATM),Initial,,,,21/4/2016,21/4/2016,,001,001,001,BDT,361451,256574,,104877,,21/4/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
JAMAL KHAN ROAD CTG,Fixture,Interior Decoration (ATM),Initial,,,,21/4/2016,21/4/2016,,001,001,001,BDT,400904,284589,,116315,,21/4/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-ATM BOOTH-LALKHAN BAZAR-CTG,Fixture,Interior Decoration (ATM),Initial,,,,16/6/2016,16/6/2016,,001,001,001,BDT,180000,129884,,50116,,16/6/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
DARATANA-NSC ROAD-JESSORE,Fixture,Interior Decoration (ATM),Initial,,,,3/3/2016,3/3/2016,,001,001,001,BDT,335105,234443,,100662,,3/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MONIHAR MOR-KOTWALI-JESSOR,Fixture,Interior Decoration (ATM),Initial,,,,3/3/2016,3/3/2016,,001,001,001,BDT,431182,301664,,129518,,3/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
BLUE OCEAN FOOTWEAR-CHANDRA,Fixture,Interior Decoration (ATM),Initial,,,,7/6/2016,7/6/2016,,001,001,001,BDT,840290,483840,,356450,,7/6/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
NOOR COMPLEX-ASHKONA,Fixture,Interior Decoration (ATM),Initial,,,,22/2/2016,22/2/2016,,001,001,001,BDT,400924,279655,,121269,,22/2/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MTB ATM 14-15 MOTIJHEEL,Fixture,Interior Decoration (ATM),Initial,,,,6/4/2016,6/4/2016,,001,001,001,BDT,344352,243361,,100991,,6/4/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MTB ATM NURANI TOWER,Fixture,Interior Decoration (ATM),Initial,,,,22/2/2016,22/2/2016,,001,001,001,BDT,370712,258579,,112133,,22/2/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
EAST AGANAGAR-NUPUR MARKET,Fixture,Interior Decoration (ATM),Initial,,,,1/3/2016,1/3/2016,,001,001,001,BDT,472000,330024,,141976,,1/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
SIR NAZIMUDDIN ROAD-CHAWKBAZAR,Fixture,Interior Decoration (ATM),Initial,,,,16/3/2016,16/3/2016,,001,001,001,BDT,345816,242879,,102937,,16/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
MUKUNDAGATI-BAZAR-BELKUCHI,Fixture,Interior Decoration (ATM),Initial,,,,18/11/2015,18/11/2015,,001,001,001,BDT,643504,441732,,201772,,18/11/2015,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
BANGSHAL-DHAKA,Fixture,Interior Decoration (ATM),Initial,,,,20/3/2016,20/3/2016,,001,001,001,BDT,397350,279410,,117940,,20/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
NAWAGRAM MARKET-CHOWDHURYBAZAR,Fixture,Interior Decoration (ATM),Initial,,,,24/3/2016,24/3/2016,,001,001,001,BDT,569379,400851,,168528,,24/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
CHAKBAZAR-COMILLA,Fixture,Interior Decoration (ATM),Initial,,,,24/3/2016,24/3/2016,,001,001,001,BDT,443636,312323,,131313,,24/3/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-COMILLA NEW MKT-KANDIRPARA,Fixture,Interior Decoration (ATM),Initial,,,,15/2/2017,15/2/2017,,001,001,001,BDT,424652,328530,,96122,,15/2/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
FARIDPUR BRANCH-ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,14/12/2016,14/12/2016,,001,001,001,BDT,536645,409430,,127215,,14/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-SIEMENS BD LTD LOBY ATM,Fixture,Interior Decoration (ATM),Initial,,,,18/12/2016,18/12/2016,,001,001,001,BDT,92560,70614,,21946,,18/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-SQR FORMULASTION BUILDING,Fixture,Interior Decoration (ATM),Initial,,,,16/2/2017,16/2/2017,,001,001,001,BDT,78700,60906,,17794,,16/2/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-THAKURGAON BR ATM,Fixture,Interior Decoration (ATM),Initial,,,,6/2/2012,6/2/2012,,001,001,001,BDT,533293,247141,,286152,,6/2/2012,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-SHAHPORAN GATE ATM,Fixture,Interior Decoration (ATM),Initial,,,,25/7/2012,25/7/2012,,001,001,001,BDT,529933,257506,,272427,,25/7/2012,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-SM TOWER-SIDDHIRGANJ POOL,Fixture,Interior Decoration (ATM),Initial,,,,7/1/2017,7/1/2017,,001,001,001,BDT,708411,541639,,166772,,7/1/2017,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-AYESHA CLOTHING CO.-ASHULIA,Fixture,Interior Decoration (ATM),Initial,,,,26/12/2016,26/12/2016,,001,001,001,BDT,585878,446999,,138879,,26/12/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-AMIN SUPER MKT-TONGI,Fixture,Interior Decoration (ATM),Initial,,,,30/6/2016,30/6/2016,,001,001,001,BDT,475110,344209,,130901,,30/6/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-MALIBAGH BR-ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,24/10/2016,24/10/2016,,001,001,001,BDT,541527,413165,,128362,,24/10/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-HOBIGONJ BR ATM BOOTH,Fixture,Interior Decoration (ATM),Initial,,,,9/10/2016,9/10/2016,,001,001,001,BDT,57800,43092,,14708,,9/10/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ID-NEW TOWN-MADARIPUR,Fixture,Interior Decoration (ATM),Initial,,,,21/8/2016,21/8/2016,,001,001,001,BDT,494888,377571,,117317,,21/8/2016,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
"ATM ABC tower, bonani",Fixture,Interior Decoration (ATM),Initial,,,,1/12/2011,1/12/2011,,001,001,001,BDT,791860,354869,,436991,,1/12/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM N GONJ BR,Fixture,Interior Decoration (ATM),Initial,,,,16/8/2011,16/8/2011,,001,001,001,BDT,606478,263785,,342693,,16/8/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM SQR PHARMACUTICALS,Fixture,Interior Decoration (ATM),Initial,,,,21/8/2011,21/8/2011,,001,001,001,BDT,521400,157423,,363977,,21/8/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM BARIDHARA,Fixture,Interior Decoration (ATM),Initial,,,,28/7/2011,28/7/2011,,001,001,001,BDT,398000,106864,,291136,,28/7/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM GAZIPUR BR,Fixture,Interior Decoration (ATM),Initial,,,,10/7/2011,10/7/2011,,001,001,001,BDT,481666,172914,,308752,,10/7/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM MOHAMMEDPUR BR,Fixture,Interior Decoration (ATM),Initial,,,,8/8/2011,8/8/2011,,001,001,001,BDT,398415,138189,,260226,,8/8/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM MTB CENTRE,Fixture,Interior Decoration (ATM),Initial,,,,28/7/2011,28/7/2011,,001,001,001,BDT,390000,136299,,253701,,28/7/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM PROGATI SARANI BR,Fixture,Interior Decoration (ATM),Initial,,,,11/7/2011,11/7/2011,,001,001,001,BDT,906796,321585,,585211,,11/7/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM BOGRA BR,Fixture,Interior Decoration (ATM),Initial,,,,17/8/2011,17/8/2011,,001,001,001,BDT,550420,182920,,367500,,17/8/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM PALLABI.,Fixture,Interior Decoration (ATM),Initial,,,,9/8/2011,9/8/2011,,001,001,001,BDT,932101,335180,,596921,,9/8/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM PABNA.,Fixture,Interior Decoration (ATM),Initial,,,,12/10/2011,12/10/2011,,001,001,001,BDT,644210,217970,,426240,,12/10/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
"ATM , PABNA (SQUARE).",Fixture,Interior Decoration (ATM),Initial,,,,1/9/2011,1/9/2011,,001,001,001,BDT,729290,252664,,476626,,1/9/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM HASNABAD BR,Fixture,Interior Decoration (ATM),Initial,,,,10/8/2011,10/8/2011,,001,001,001,BDT,638254,212017,,426237,,10/8/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM COXS BAZAR BR,Fixture,Interior Decoration (ATM),Initial,,,,3/10/2011,3/10/2011,,001,001,001,BDT,668960,294895,,374065,,3/10/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM B CITY BR,Fixture,Interior Decoration (ATM),Initial,,,,20/9/2011,20/9/2011,,001,001,001,BDT,303573,133337,,170236,,20/9/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM SQR TEXTILE,Fixture,Interior Decoration (ATM),Initial,,,,21/9/2011,21/9/2011,,001,001,001,BDT,770560,268247,,502313,,21/9/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM KALIGONJ SME BR,Fixture,Interior Decoration (ATM),Initial,,,,19/9/2011,19/9/2011,,001,001,001,BDT,686942,235773,,451169,,19/9/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM DHORKARA BR,Fixture,Interior Decoration (ATM),Initial,,,,10/7/2011,10/7/2011,,001,001,001,BDT,452038,136491,,315547,,10/7/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
ATM TONGI BR,Fixture,Interior Decoration (ATM),Initial,,,,29/8/2011,29/8/2011,,001,001,001,BDT,669885,226961,,442924,,29/8/2011,No Model,,,Reducing Method,0.025,Number of Depreciations,1,1,open
